contamination,query_genus,target_genus,,I# query,I# target,query_seq,target_seq,,%similar,length of match (bp),tlength,qlength,mismatch,gapopen, qstart ,qend ,,tstart ,tend ,,evalue,note 
,Cratocentrus,Myiocnema,,I23233,I29029,L939_MERG00061_0101_SUPERCONTIG,L939_MERG00094_0101_SUPERCONTIG,.,96.68,331,516,471,11,0,52,382,,57,387,,6.00E-159,withinloci
,Cratocentrus,Ormyromorpha,,I23233,I21946,L501_MERG00061_0101_SUPERCONTIG,L500_MERG00261_0101_SUPERCONTIG,.,96.60,235,1139,1108,5,1,420,651,,817,1051,,9.00E-106,betweenloci
,Cratocentrus,Plutothrix,,I23233,I21925,L241_MERG00061_0101_SUPERCONTIG,L242_MERG00341_0101_SUPERCONTIG,.,96.80,125,1315,891,4,0,752,876,,506,630,,2.00E-52,betweenloci
,Cynipencyrtus,Aphelinoidea,,I24057,I24052,L437_MERG00075_0101_SUPERCONTIG,L437_MERG00399_0101_SUPERCONTIG,.,100.00,298,298,978,0,0,285,582,,1,298,,2.00E-158,withinloci
,Cynipencyrtus,Epitranus,,I24057,I23208,L500_MERG00075_0101_SUPERCONTIG,L501_MERG00067_0101_SUPERCONTIG,.,95.30,149,1337,702,6,1,279,426,,98,246,,2.00E-60,betweenloci
,Cynipencyrtus,Euryischomyia,,I24057,I21638,L501_MERG00075_0101_SUPERCONTIG,L501_MERG00093_0101_SUPERCONTIG,.,95.33,214,1590,848,10,0,288,501,,736,949,,5.00E-95,withinloci
,Cynipencyrtus,Hetreulophus,,I24057,I23226,L451_MERG00075_0101_SUPERCONTIG,L451_MERG00267_0101_SUPERCONTIG,.,95.61,228,1249,252,10,0,24,251,,556,783,,3.00E-103,withinloci
,Cynipencyrtus,Moranila,,I24057,I27443,L46_MERG00075_0101_SUPERCONTIG,L46_MERG00287_0101_SUPERCONTIG,.,97.07,205,696,801,6,0,299,503,,166,370,,1.00E-96,withinloci
,Cynipencyrtus,Ormocerus,,I24057,I24033,L500_MERG00075_0101_SUPERCONTIG,L501_MERG00318_0101_SUPERCONTIG,.,96.05,152,819,702,3,3,281,432,,15,163,,4.00E-63,betweenloci
,Cynipencyrtus,Ormyromorpha,,I24057,I21946,L46_MERG00075_0101_SUPERCONTIG,L47_MERG00261_0101_SUPERCONTIG,.,95.50,200,1322,801,9,0,304,503,,69,268,,7.00E-86,betweenloci
,Cynipencyrtus,Plastobelyta,,I24057,I27434,L111_MERG00075_0101_SUPERCONTIG,L111_MERG00319_0101_SUPERCONTIG,.,96.26,214,613,589,7,1,73,286,,232,444,,6.00E-98,withinloci
,Cynipencyrtus,Zaischnopsis,,I24057,I24011,L527_MERG00075_0101_SUPERCONTIG,L694_MERG00152_0101_SUPERCONTIG,.,100.00,72,630,1277,0,0,1,72,,1,72,,1.00E-29,betweenloci
,Cyrtogaster,Coruna,,I21918,I21952,L362_MERG00344_0101_SUPERCONTIG,L359_MERG00345_0101_SUPERCONTIG,.,95.88,243,1111,1292,9,1,561,803,,855,1096,,2.00E-107,betweenloci
,Cyrtogaster,Coruna,,I21918,I21952,L362_MERG00344_0101_SUPERCONTIG,L359_MERG00345_0101_SUPERCONTIG,.,97.12,243,1111,1292,7,0,83,325,,540,782,,6.00E-113,betweenloci
,Cyrtogaster,Coruna,,I21918,I21952,L926_MERG00344_0101_SUPERCONTIG,L925_MERG00345_0101_SUPERCONTIG,.,95.38,173,1149,1093,7,1,454,626,,658,829,,7.00E-72,betweenloci
,Cyrtogaster,Coruna,,I21918,I21952,L359_MERG00344_0101_SUPERCONTIG,L359_MERG00345_0101_SUPERCONTIG,.,97.22,216,1111,922,6,0,707,922,,540,755,,8.00E-103,withinloci
,Cyrtogaster,Diconocara,,I21918,I28989,L951_MERG00344_0101_SUPERCONTIG,L951_MERG00333_0101_SUPERCONTIG,.,96.43,196,389,697,5,2,425,619,,113,307,,1.00E-89,withinloci
,Cyrtogaster,Euderomphale,,I21918,I26463,L798_MERG00344_0101_SUPERCONTIG,L784_MERG00111_0101_SUPERCONTIG,.,98.59,71,256,963,1,0,1,71,,250,180,,2.00E-27,betweenloci
,Cyrtogaster,Habritys,,I21918,I21959,L46_MERG00344_0101_SUPERCONTIG,L47_MERG00334_0101_SUPERCONTIG,.,97.52,202,1244,1131,5,0,438,639,,235,436,,2.00E-93,betweenloci
,Cyrtogaster,Habritys,,I21918,I21959,L362_MERG00344_0101_SUPERCONTIG,L362_MERG00334_0101_SUPERCONTIG,.,96.65,239,1214,1292,8,0,87,325,,154,392,,5.00E-112,withinloci
,Cyrtogaster,Halticoptera,,I21918,I21913,L200_MERG00344_0101_SUPERCONTIG,L200_MERG00335_0101_SUPERCONTIG,.,95.82,407,711,697,16,1,291,697,,256,661,,0.0,withinloci
,Cyrtogaster,Halticoptera,,I21918,I21913,L419_MERG00344_0101_SUPERCONTIG,L419_MERG00335_0101_SUPERCONTIG,.,98.24,170,477,1091,3,0,477,646,,270,439,,3.00E-82,withinloci
,Cyrtogaster,Homoporus,,I21918,I21919,L48_MERG00344_0101_SUPERCONTIG,L47_MERG00336_0101_SUPERCONTIG,.,95.80,262,1225,1220,11,0,503,764,,921,1182,,8.00E-117,betweenloci
,Cyrtogaster,Netomocera,,I21918,I23217,L568_MERG00344_0101_SUPERCONTIG,L567_MERG00273_0101_SUPERCONTIG,.,97.30,74,1289,1028,2,0,1,74,,689,762,,2.00E-27,betweenloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L145_MERG00344_0101_SUPERCONTIG,L146_MERG00306_0101_SUPERCONTIG,.,97.01,301,1158,826,9,0,490,790,,111,411,,5.00E-142,betweenloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L285_MERG00344_0101_SUPERCONTIG,L284_MERG00306_0101_SUPERCONTIG,.,95.11,409,2295,589,20,0,100,508,,1887,2295,,0.0,betweenloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L305_MERG00344_0101_SUPERCONTIG,L306_MERG00306_0101_SUPERCONTIG,.,95.16,248,1013,989,11,1,639,886,,510,756,,6.00E-107,betweenloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L359_MERG00344_0101_SUPERCONTIG,L362_MERG00306_0101_SUPERCONTIG,.,96.60,235,1155,922,7,1,689,922,,177,411,,2.00E-106,betweenloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L625_MERG00344_0101_SUPERCONTIG,L626_MERG00306_0101_SUPERCONTIG,.,98.77,81,1282,1051,0,1,519,599,,1,80,,2.00E-32,betweenloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L62_MERG00344_0101_SUPERCONTIG,L61_MERG00306_0101_SUPERCONTIG,.,98.04,153,1300,261,3,0,1,153,,1143,1295,,3.00E-70,betweenloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L759_MERG00344_0101_SUPERCONTIG,L760_MERG00306_0101_SUPERCONTIG,.,96.43,196,1033,1119,7,0,924,1119,,4,199,,7.00E-87,betweenloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L800_MERG00344_0101_SUPERCONTIG,L801_MERG00306_0101_SUPERCONTIG,.,95.51,356,1106,363,15,1,9,363,,48,403,,9.00E-161,betweenloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L942_MERG00344_0101_SUPERCONTIG,L941_MERG00306_0101_SUPERCONTIG,.,95.24,883,1142,1108,39,3,1,883,,256,1135,,0.0,betweenloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L114_MERG00344_0101_SUPERCONTIG,L114_MERG00306_0101_SUPERCONTIG,.,95.42,131,1032,919,6,0,4,134,,319,449,,1.00E-55,withinloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L145_MERG00344_0101_SUPERCONTIG,L145_MERG00306_0101_SUPERCONTIG,.,97.01,301,1164,826,9,0,490,790,,323,623,,5.00E-145,withinloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L145_MERG00344_0101_SUPERCONTIG,L145_MERG00306_0101_SUPERCONTIG,.,97.62,84,1164,826,2,0,224,307,,1,84,,4.00E-36,withinloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L285_MERG00344_0101_SUPERCONTIG,L285_MERG00306_0101_SUPERCONTIG,.,95.10,490,1014,589,24,0,100,589,,435,924,,0.0,withinloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L305_MERG00344_0101_SUPERCONTIG,L305_MERG00306_0101_SUPERCONTIG,.,95.16,248,1188,989,11,1,639,886,,804,1050,,7.00E-110,withinloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L306_MERG00344_0101_SUPERCONTIG,L306_MERG00306_0101_SUPERCONTIG,.,95.16,248,1013,806,11,1,401,648,,510,756,,4.00E-110,withinloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L35_MERG00344_0101_SUPERCONTIG,L35_MERG00306_0101_SUPERCONTIG,.,95.77,213,1266,1045,9,0,833,1045,,880,1092,,6.00E-96,withinloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L4_MERG00344_0101_SUPERCONTIG,L4_MERG00306_0101_SUPERCONTIG,.,96.62,148,1101,1078,5,0,931,1078,,804,951,,2.00E-66,withinloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L626_MERG00344_0101_SUPERCONTIG,L626_MERG00306_0101_SUPERCONTIG,.,98.77,81,1282,890,0,1,209,289,,1,80,,1.00E-35,withinloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L800_MERG00344_0101_SUPERCONTIG,L800_MERG00306_0101_SUPERCONTIG,.,95.51,356,943,363,15,1,9,363,,236,591,,1.00E-163,withinloci
,Cyrtogaster,Nodisoplata,,I21918,I21956,L82_MERG00344_0101_SUPERCONTIG,L82_MERG00306_0101_SUPERCONTIG,.,95.06,243,1321,1173,12,0,1,243,,94,336,,2.00E-107,withinloci
,Cyrtogaster,Ogloblinisca,,I21918,I8168,L938_MERG00344_0101_SUPERCONTIG,L938_MERG00338_0101_SUPERCONTIG,.,95.95,247,810,672,10,0,31,277,,262,508,,2.00E-113,withinloci
,Cyrtogaster,Plutothrix,,I21918,I21925,L432_MERG00344_0101_SUPERCONTIG,L432_MERG00341_0101_SUPERCONTIG,.,95.87,121,887,984,5,0,468,588,,425,545,,1.00E-51,withinloci
,Cyrtogaster,Walkerella,,I21918,I21929,L46_MERG00344_0101_SUPERCONTIG,L47_MERG00325_0101_SUPERCONTIG,.,96.52,201,1495,1131,7,0,438,638,,115,315,,1.00E-89,betweenloci
,Dasyomphale,Euderomphale,,I24001,I26463,L899_MERG00110_0101_SUPERCONTIG,L855_MERG00111_0101_SUPERCONTIG,.,98.65,74,754,925,1,0,852,925,,681,754,,4.00E-29,betweenloci
,Dasyomphale,Pteromalus,,I24001,I23232,L430_MERG00110_0101_SUPERCONTIG,L430_MERG00342_0101_SUPERCONTIG,.,96.64,149,1405,309,5,0,1,149,,81,229,,1.00E-67,withinloci
,Dasyomphale,Rileya,,I24001,I26416,L430_MERG00110_0101_SUPERCONTIG,L432_MERG00173_0101_SUPERCONTIG,.,96.64,149,885,309,5,0,1,149,,137,285,,1.00E-64,betweenloci
,Dasyomphale,Rileya,,I24001,I26424,L430_MERG00110_0101_SUPERCONTIG,L432_MERG00175_0101_SUPERCONTIG,.,95.97,149,1052,309,6,0,1,149,,222,370,,5.00E-63,betweenloci
,Dasyomphale,Trisecodes,,I24001,I24002,L259_MERG00110_0101_SUPERCONTIG,L257_MERG00131_0101_SUPERCONTIG,.,100.00,155,602,532,0,0,1,155,,448,602,,4.00E-76,betweenloci
,Dasyomphale,Trisecodes,,I24001,I24002,L770_MERG00110_0101_SUPERCONTIG,L771_MERG00131_0101_SUPERCONTIG,.,99.72,360,626,851,1,0,492,851,,1,360,,0.0,betweenloci
,Dasyomphale,Trisecodes,,I24001,I24002,L885_MERG00110_0101_SUPERCONTIG,L885_MERG00131_0101_SUPERCONTIG,.,100.00,293,295,487,0,0,1,293,,3,295,,6.00E-156,withinloci
,Dasyomphale,Trisecodes,,I24001,I24002,L892_MERG00110_0101_SUPERCONTIG,L892_MERG00131_0101_SUPERCONTIG,.,100.00,364,365,520,0,0,157,520,,1,364,,0.0,withinloci
,Dasyomphale,Trisecodes,,I24001,I24002,L906_MERG00110_0101_SUPERCONTIG,L906_MERG00131_0101_SUPERCONTIG,.,99.37,316,316,387,2,0,5,320,,1,316,,2.00E-165,withinloci
,Diaspiniphagus,Adontomerus,,I29026,I29034,L368_MERG00035_0101_SUPERCONTIG,L369_MERG00375_0101_SUPERCONTIG,.,100.00,667,912,667,0,0,1,667,,88,754,,0.0,betweenloci
,Diaspiniphagus,Adontomerus,,I29026,I29034,L368_MERG00035_0101_SUPERCONTIG,L367_MERG00375_0101_SUPERCONTIG,.,100.00,667,1372,667,0,0,1,667,,658,1324,,0.0,betweenloci
,Diaspiniphagus,Adontomerus,,I29026,I29034,L422_MERG00035_0101_SUPERCONTIG,L421_MERG00375_0101_SUPERCONTIG,.,99.82,544,1316,544,1,0,1,544,,492,1035,,0.0,betweenloci
,Diaspiniphagus,Adontomerus,,I29026,I29034,L764_MERG00035_0101_SUPERCONTIG,L763_MERG00375_0101_SUPERCONTIG,.,100.00,480,1246,480,0,0,1,480,,755,1234,,0.0,betweenloci
,Diaspiniphagus,Adontomerus,,I29026,I29034,L764_MERG00035_0101_SUPERCONTIG,L762_MERG00375_0101_SUPERCONTIG,.,100.00,399,1645,480,0,0,1,399,,1247,1645,,0.0,betweenloci
,Diaspiniphagus,Adontomerus,,I29026,I29034,L888_MERG00035_0101_SUPERCONTIG,L889_MERG00375_0101_SUPERCONTIG,.,100.00,432,1491,913,0,0,482,913,,139,570,,0.0,betweenloci
,Diaspiniphagus,Adontomerus,,I29026,I29034,L266_MERG00035_0101_SUPERCONTIG,L266_MERG00375_0101_SUPERCONTIG,.,100.00,290,974,290,0,0,1,290,,337,626,,2.00E-154,withinloci
,Diaspiniphagus,Adontomerus,,I29026,I29034,L368_MERG00035_0101_SUPERCONTIG,L368_MERG00375_0101_SUPERCONTIG,.,100.00,667,1097,667,0,0,1,667,,279,945,,0.0,withinloci
,Diaspiniphagus,Adontomerus,,I29026,I29034,L398_MERG00035_0101_SUPERCONTIG,L398_MERG00375_0101_SUPERCONTIG,.,100.00,422,1000,422,0,0,1,422,,255,676,,0.0,withinloci
,Diaspiniphagus,Adontomerus,,I29026,I29034,L422_MERG00035_0101_SUPERCONTIG,L422_MERG00375_0101_SUPERCONTIG,.,99.82,544,1355,544,1,0,1,544,,370,913,,0.0,withinloci
,Diaspiniphagus,Adontomerus,,I29026,I29034,L764_MERG00035_0101_SUPERCONTIG,L764_MERG00375_0101_SUPERCONTIG,.,100.00,480,1364,480,0,0,1,480,,535,1014,,0.0,withinloci
,Diaspiniphagus,Adontomerus,,I29026,I29034,L888_MERG00035_0101_SUPERCONTIG,L888_MERG00375_0101_SUPERCONTIG,.,100.00,432,1358,913,0,0,482,913,,358,789,,0.0,withinloci
,Diaspiniphagus,Adontomerus,,I29026,I29034,L996_MERG00035_0101_SUPERCONTIG,L996_MERG00375_0101_SUPERCONTIG,.,100.00,382,839,1106,0,0,420,801,,138,519,,0.0,withinloci
,Diaspiniphagus,Adontomerus,,I29026,I29034,L376_MERG00035_0101_SUPERCONTIG,L377_MERG00375_0101_SUPERCONTIG,.,97.71,393,1993,2607,9,0,2211,2603,,1,393,,0.0,betweenloci
,Diaspiniphagus,Adontomerus,,I29026,I29034,L376_MERG00035_0101_SUPERCONTIG,L376_MERG00375_0101_SUPERCONTIG,.,98.45,581,2915,2607,9,0,2023,2603,,1835,2415,,0.0,withinloci
,Diaspiniphagus,Arescon,,I29026,I29018,L649_MERG00035_0101_SUPERCONTIG,L649_MERG00191_0101_SUPERCONTIG,.,100.00,257,257,675,0,0,240,496,,1,257,,1.00E-135,withinloci
,Diaspiniphagus,Asparagobius,,I29026,I29050,L640_MERG00035_0101_SUPERCONTIG,L641_MERG00312_0101_SUPERCONTIG,.,100.00,247,854,247,0,0,1,247,,38,284,,1.00E-127,betweenloci
,Diaspiniphagus,Asparagobius,,I29026,I29050,L1029_MERG00035_0101_SUPERCONTIG,L1029_MERG00312_0101_SUPERCONTIG,.,100.00,440,877,812,0,0,373,812,,185,624,,0.0,withinloci
,Diaspiniphagus,Asparagobius,,I29026,I29050,L285_MERG00035_0101_SUPERCONTIG,L285_MERG00312_0101_SUPERCONTIG,.,100.00,373,503,373,0,0,1,373,,29,401,,0.0,withinloci
,Diaspiniphagus,Asparagobius,,I29026,I29050,L437_MERG00035_0101_SUPERCONTIG,L437_MERG00312_0101_SUPERCONTIG,.,100.00,259,918,259,0,0,1,259,,498,756,,3.00E-137,withinloci
,Diaspiniphagus,Asparagobius,,I29026,I29050,L976_MERG00035_0101_SUPERCONTIG,L976_MERG00312_0101_SUPERCONTIG,.,100.00,289,712,1083,0,0,1,289,,174,462,,3.00E-153,withinloci
,Diaspiniphagus,Asparagobius,,I29026,I29051,L437_MERG00035_0101_SUPERCONTIG,L436_MERG00313_0101_SUPERCONTIG,.,95.02,221,1120,259,11,0,1,221,,898,1118,,9.00E-95,betweenloci
,Diaspiniphagus,Asparagobius,,I29026,I29051,L640_MERG00035_0101_SUPERCONTIG,L641_MERG00313_0101_SUPERCONTIG,.,97.98,247,1069,247,4,1,1,247,,92,337,,1.00E-118,betweenloci
,Diaspiniphagus,Coccophagus,,I29026,I8130,L48_MERG00035_0101_SUPERCONTIG,L47_MERG00034_0101_SUPERCONTIG,.,95.72,257,1091,816,11,0,248,504,,672,928,,3.00E-114,betweenloci
,Diaspiniphagus,Encarsia,,I29026,I27421,L48_MERG00035_0101_SUPERCONTIG,L48_MERG00042_0101_SUPERCONTIG,.,96.99,266,913,816,7,1,246,511,,341,605,,1.00E-126,withinloci
,Diaspiniphagus,Savzdargia,,I29026,I27444,L241_MERG00035_0101_SUPERCONTIG,L242_MERG00085_0101_SUPERCONTIG,.,95.50,200,787,589,7,2,191,389,,83,281,,2.00E-85,betweenloci
,Diaspiniphagus,Umairia,,I29026,I28979,L454_MERG00035_0101_SUPERCONTIG,L454_MERG00023_0101_SUPERCONTIG,.,99.57,234,843,235,1,0,2,235,,160,393,,1.00E-121,withinloci
,Diaziella,Homoporus,,I21641,I21919,L359_MERG00349_0101_SUPERCONTIG,L362_MERG00336_0101_SUPERCONTIG,.,96.33,245,1161,1025,8,1,660,904,,29,272,,3.00E-110,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L1011_MERG00349_0101_SUPERCONTIG,L1012_MERG00101_0101_SUPERCONTIG,.,100.00,874,1421,1044,0,0,171,1044,,1,874,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L133_MERG00349_0101_SUPERCONTIG,L132_MERG00101_0101_SUPERCONTIG,.,100.00,582,970,775,0,0,1,582,,389,970,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L153_MERG00349_0101_SUPERCONTIG,L152_MERG00101_0101_SUPERCONTIG,.,100.00,635,1513,635,0,0,1,635,,725,1359,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L153_MERG00349_0101_SUPERCONTIG,L154_MERG00101_0101_SUPERCONTIG,.,100.00,627,1105,635,0,0,9,635,,1,627,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L183_MERG00349_0101_SUPERCONTIG,L182_MERG00101_0101_SUPERCONTIG,.,100.00,375,1316,642,0,0,1,375,,942,1316,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L401_MERG00349_0101_SUPERCONTIG,L402_MERG00101_0101_SUPERCONTIG,.,99.84,633,1142,633,1,0,1,633,,90,722,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L401_MERG00349_0101_SUPERCONTIG,L403_MERG00101_0101_SUPERCONTIG,.,99.79,474,1158,633,1,0,160,633,,1,474,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L417_MERG00349_0101_SUPERCONTIG,L418_MERG00101_0101_SUPERCONTIG,.,99.79,471,1121,736,1,0,266,736,,1,471,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L441_MERG00349_0101_SUPERCONTIG,L442_MERG00101_0101_SUPERCONTIG,.,100.00,622,1045,622,0,0,1,622,,120,741,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L442_MERG00349_0101_SUPERCONTIG,L441_MERG00101_0101_SUPERCONTIG,.,99.74,387,1055,624,1,0,1,387,,669,1055,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L453_MERG00349_0101_SUPERCONTIG,L452_MERG00101_0101_SUPERCONTIG,.,100.00,424,1165,424,0,0,1,424,,711,1134,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L453_MERG00349_0101_SUPERCONTIG,L451_MERG00101_0101_SUPERCONTIG,.,100.00,298,1347,424,0,0,1,298,,1050,1347,,1.00E-155,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L547_MERG00349_0101_SUPERCONTIG,L548_MERG00101_0101_SUPERCONTIG,.,100.00,719,1161,1091,0,0,373,1091,,1,719,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L564_MERG00349_0101_SUPERCONTIG,L562_MERG00101_0101_SUPERCONTIG,.,100.00,56,1159,949,0,0,1,56,,1104,1159,,9.00E-21,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L586_MERG00349_0101_SUPERCONTIG,L587_MERG00101_0101_SUPERCONTIG,.,100.00,375,1510,3010,0,0,1394,1768,,1,375,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L589_MERG00349_0101_SUPERCONTIG,L590_MERG00101_0101_SUPERCONTIG,.,100.00,698,1199,911,0,0,214,911,,1,698,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L605_MERG00349_0101_SUPERCONTIG,L606_MERG00101_0101_SUPERCONTIG,.,100.00,581,1140,752,0,0,172,752,,1,581,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L707_MERG00349_0101_SUPERCONTIG,L706_MERG00101_0101_SUPERCONTIG,.,100.00,495,1648,495,0,0,1,495,,1030,1524,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L707_MERG00349_0101_SUPERCONTIG,L708_MERG00101_0101_SUPERCONTIG,.,100.00,492,1401,495,0,0,4,495,,1,492,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L74_MERG00349_0101_SUPERCONTIG,L73_MERG00101_0101_SUPERCONTIG,.,100.00,928,1357,1133,0,0,1,928,,430,1357,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L935_MERG00349_0101_SUPERCONTIG,L934_MERG00101_0101_SUPERCONTIG,.,100.00,626,1392,626,0,0,1,626,,517,1142,,0.0,betweenloci
,Diaziella,Pseudometagea,,I21641,I21631,L1009_MERG00349_0101_SUPERCONTIG,L1009_MERG00101_0101_SUPERCONTIG,.,100.00,416,1223,416,0,0,1,416,,355,770,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L1011_MERG00349_0101_SUPERCONTIG,L1011_MERG00101_0101_SUPERCONTIG,.,99.90,1044,1239,1044,1,0,1,1044,,65,1108,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L133_MERG00349_0101_SUPERCONTIG,L133_MERG00101_0101_SUPERCONTIG,.,100.00,775,1520,775,0,0,1,775,,244,1018,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L139_MERG00349_0101_SUPERCONTIG,L139_MERG00101_0101_SUPERCONTIG,.,100.00,305,956,305,0,0,1,305,,465,769,,7.00E-163,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L153_MERG00349_0101_SUPERCONTIG,L153_MERG00101_0101_SUPERCONTIG,.,100.00,635,1519,635,0,0,1,635,,436,1070,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L183_MERG00349_0101_SUPERCONTIG,L183_MERG00101_0101_SUPERCONTIG,.,100.00,642,1147,642,0,0,1,642,,286,927,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L226_MERG00349_0101_SUPERCONTIG,L226_MERG00101_0101_SUPERCONTIG,.,100.00,310,923,310,0,0,1,310,,307,616,,1.00E-165,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L289_MERG00349_0101_SUPERCONTIG,L289_MERG00101_0101_SUPERCONTIG,.,99.88,862,1471,862,1,0,1,862,,379,1240,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L391_MERG00349_0101_SUPERCONTIG,L391_MERG00101_0101_SUPERCONTIG,.,100.00,606,886,606,0,0,1,606,,95,700,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L401_MERG00349_0101_SUPERCONTIG,L401_MERG00101_0101_SUPERCONTIG,.,99.84,633,1146,633,1,0,1,633,,337,969,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L417_MERG00349_0101_SUPERCONTIG,L417_MERG00101_0101_SUPERCONTIG,.,100.00,736,1239,736,0,0,1,736,,134,869,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L441_MERG00349_0101_SUPERCONTIG,L441_MERG00101_0101_SUPERCONTIG,.,100.00,622,1055,622,0,0,1,622,,355,976,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L442_MERG00349_0101_SUPERCONTIG,L442_MERG00101_0101_SUPERCONTIG,.,99.84,612,1045,624,1,0,1,612,,434,1045,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L453_MERG00349_0101_SUPERCONTIG,L453_MERG00101_0101_SUPERCONTIG,.,100.00,424,1222,424,0,0,1,424,,455,878,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L547_MERG00349_0101_SUPERCONTIG,L547_MERG00101_0101_SUPERCONTIG,.,100.00,1091,1315,1091,0,0,1,1091,,146,1236,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L564_MERG00349_0101_SUPERCONTIG,L564_MERG00101_0101_SUPERCONTIG,.,100.00,949,1387,949,0,0,1,949,,298,1246,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L586_MERG00349_0101_SUPERCONTIG,L586_MERG00101_0101_SUPERCONTIG,.,100.00,1768,4776,3010,0,0,1,1768,,314,2081,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L586_MERG00349_0101_SUPERCONTIG,L586_MERG00101_0101_SUPERCONTIG,.,100.00,1768,4776,3010,0,0,1,1768,,2702,4469,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L589_MERG00349_0101_SUPERCONTIG,L589_MERG00101_0101_SUPERCONTIG,.,100.00,792,946,911,0,0,120,911,,1,792,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L707_MERG00349_0101_SUPERCONTIG,L707_MERG00101_0101_SUPERCONTIG,.,100.00,495,1222,495,0,0,1,495,,284,778,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L736_MERG00349_0101_SUPERCONTIG,L736_MERG00101_0101_SUPERCONTIG,.,99.87,773,1400,773,1,0,1,773,,393,1165,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L74_MERG00349_0101_SUPERCONTIG,L74_MERG00101_0101_SUPERCONTIG,.,100.00,1133,1257,1133,0,0,1,1133,,113,1245,,0.0,withinloci
,Diaziella,Pseudometagea,,I21641,I21631,L765_MERG00349_0101_SUPERCONTIG,L765_MERG00101_0101_SUPERCONTIG,.,100.00,433,891,433,0,0,1,433,,52,484,,0.0,withinloci
